,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,YOB,Item_Outlet_Sales
1881,FDW11,12.6,Low Fat,0.048782082,Breads,60.5194,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1117.854814
1882,FDN40,5.88,Low Fat,0.086591206,Frozen Foods,154.4998,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2380.618925
1883,NCQ18,15.75,Low Fat,0.135282803,Household,97.87,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1692.704144
1884,NCQ54,17.7,Low Fat,0.01261332,Household,166.5474,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3279.129586
1885,NCS42,8.6,Low Fat,0.069557245,Household,91.5146,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1716.378393
1886,DRH39,20.7,Low Fat,0.1551444,Dairy,75.867,OUT010,1998,Medium,Tier 3,Grocery Store,21,198.6606594
1887,FDC09,12.5,Regular,0.026174636,Fruits and Vegetables,103.7332,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2638.69129
1888,FDT08,13.65,Low Fat,0.082381676,Fruits and Vegetables,150.805,OUT010,1998,Medium,Tier 3,Grocery Store,21,347.9537082
1889,FDC08,19,Regular,0,Fruits and Vegetables,225.272,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3940.057098
1890,FDT20,10.5,Low Fat,0.041629595,Fruits and Vegetables,37.3164,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,679.4929902
1891,FDS35,9.3,Low Fat,0.111199491,Breads,64.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1254.44606
1892,FDX58,13.15,Low Fat,0.043941955,Snack Foods,182.295,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3285.548449
1893,FDW58,20.75,Low Fat,0,Snack Foods,105.9622,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1993.301228
1894,DRD27,18.75,Low Fat,0,Dairy,99.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1638.864397
1895,FDH32,12.5,Low Fat,0.133171307,Fruits and Vegetables,97.641,OUT019,1985,Small,Tier 1,Grocery Store,34,254.6208152
1896,FDS26,20.35,Low Fat,0.089452302,Dairy,262.7594,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4509.890145
1897,FDQ31,5.785,Regular,0.053847216,Fruits and Vegetables,86.8856,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1431.072427
1898,FDP11,15.85,Low Fat,0.069382034,Breads,219.6166,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,3518.014649
1899,FDD58,7.76,Low Fat,0.059687962,Snack Foods,99.47,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1522.230829
1900,FDM33,15.6,Low Fat,0.08789759,Snack Foods,218.3798,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3391.320452
1901,FDZ16,16.85,Regular,0.160104378,Frozen Foods,195.7478,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3581.076366
1902,NCS29,9,Low Fat,0.116404843,Health and Hygiene,264.6884,OUT010,1998,Medium,Tier 3,Grocery Store,21,574.5507874
1903,NCM18,12.5,Low Fat,0.145045421,Household,60.0194,OUT019,1985,Small,Tier 1,Grocery Store,34,217.5330305
1904,FDP11,15.85,Low Fat,0.069207981,Breads,219.5166,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3204.558318
1905,NCC42,15,Low Fat,0.045162424,Health and Hygiene,141.3838,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2291.900232
1906,DRM23,16.6,Low Fat,0.135733218,Hard Drinks,172.7422,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2548.48436
1907,NCN55,12.5,Low Fat,0.059202419,Others,239.3538,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4579.156117
1908,FDK46,9.6,Low Fat,0.051424565,Snack Foods,258.162,OUT013,1987,High,Tier 3,Supermarket Type1,32,4278.24954
1909,FDR01,5.405,Regular,0.053621283,Canned,198.7742,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3465.66496
1910,NCA05,20.75,Low Fat,0.025181597,Health and Hygiene,150.2734,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1660.594112
1911,NCP43,17.75,Low Fat,0.03067961,Others,178.066,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2911.18925
1912,FDR12,12.6,Regular,0.052782711,Baking Goods,170.3764,OUT010,1998,Medium,Tier 3,Grocery Store,21,399.4488284
1913,FDQ01,19.7,Regular,0.16056791,Canned,256.4014,OUT013,1987,High,Tier 3,Supermarket Type1,32,3521.331047
1914,FDM13,6.425,Low Fat,0.063175326,Breakfast,131.2626,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1903.296926
1915,FDQ19,7.35,Regular,0.014446383,Fruits and Vegetables,242.9512,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,4320.283496
1916,FDK56,12.5,Low Fat,0.227609738,Fruits and Vegetables,186.0898,OUT019,1985,Small,Tier 1,Grocery Store,34,466.3185965
1917,NCX06,17.6,Low Fat,0.026256897,Household,182.6976,OUT010,1998,Medium,Tier 3,Grocery Store,21,421.8265622
1918,FDO56,12.5,Regular,0.044764726,Fruits and Vegetables,118.8808,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2966.92495
1919,FDU45,15.6,Regular,0.035578149,Snack Foods,112.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1901.427704
1920,FDI16,12.5,Regular,0.237725726,Frozen Foods,54.964,OUT019,1985,Small,Tier 1,Grocery Store,34,181.3154573
1921,FDL32,15.7,Regular,0.122466933,Fruits and Vegetables,113.0544,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2120.351977
1922,FDA07,7.55,Regular,0.030944625,Fruits and Vegetables,123.5072,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2562.407338
1923,FDA14,16.1,Low Fat,0.065315421,Dairy,147.176,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2143.983575
1924,FDV46,12.5,Low Fat,0.012546822,Snack Foods,139.918,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3222.108142
1925,NCO07,9.06,Low Fat,0.009774419,Others,212.856,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3302.723897
1926,NCP41,16.6,Low Fat,0.016210706,Health and Hygiene,105.8596,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1986.477543
1927,FDY60,10.5,Regular,0.026478367,Baking Goods,141.9128,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1691.164578
1928,FDN38,6.615,Regular,0.092492086,Canned,251.0408,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,3623.51732
1929,FDO15,16.75,Regular,0.008566545,Meat,74.9038,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1281.466927
1930,FDT60,12,Low Fat,0.075485441,Baking Goods,122.3388,OUT013,1987,High,Tier 3,Supermarket Type1,32,2228.165262
1931,FDA55,17.2,Regular,0.056978251,Fruits and Vegetables,224.4088,OUT035,2004,Small,Tier 2,Supermarket Type1,15,4558.035668
1932,FDE02,8.71,Low Fat,0.202948268,Canned,94.7778,OUT010,1998,Medium,Tier 3,Grocery Store,21,205.2111382
1933,DRJ39,20.25,Low Fat,0.036382541,Dairy,221.0482,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3644.736392
1934,FDV34,10.695,Regular,0.011423298,Snack Foods,74.6038,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1360.951392
1935,FDS20,12.5,Low Fat,0.05360606,Fruits and Vegetables,184.3292,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4805.226294
1936,FDF02,12.5,Low Fat,0.102972092,Canned,102.899,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2814.028936
1937,FDW40,14,Regular,0.105740196,Frozen Foods,143.3812,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2534.872136
1938,NCB43,20.2,Low Fat,0.099912316,Household,186.8898,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2836.469979
1939,FDR58,6.675,Low Fat,0.042158587,Snack Foods,90.8462,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1513.448918
1940,DRJ59,11.65,Low Fat,0.01936859,Hard Drinks,40.0164,OUT035,2004,Small,Tier 2,Supermarket Type1,15,780.2280693
1941,NCD30,19.7,Low Fat,0.027001133,Household,98.9726,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1676.702084
1942,FDE14,13.65,Regular,0.031623019,Canned,97.87,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1851.924275
1943,FDC28,7.905,Low Fat,0.055210913,Frozen Foods,108.0254,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1509.720336
1944,FDU16,19.25,Regular,0.058512492,Frozen Foods,84.2908,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1265.000514
1945,NCD19,8.93,Low Fat,0.013176896,Household,55.9614,OUT035,2004,Small,Tier 2,Supermarket Type1,15,896.5345884
1946,FDU21,11.8,Regular,0.076720455,Snack Foods,35.8558,OUT046,1997,Small,Tier 1,Supermarket Type1,22,726.6544521
1947,FDV59,12.5,Low Fat,0.04779447,Breads,217.3166,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4749.794625
1948,FDU03,18.7,Regular,0,Meat,182.1292,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,2978.391628
1949,FDC33,8.96,Regular,0,Fruits and Vegetables,198.5768,OUT010,1998,Medium,Tier 3,Grocery Store,21,600.5383279
1950,NCR42,9.105,Low Fat,0.038474607,Household,34.89,OUT035,2004,Small,Tier 2,Supermarket Type1,15,608.6597045
1951,DRH59,10.8,Low Fat,0.058422401,Hard Drinks,75.238,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1327.654227
1952,NCM31,6.095,Low Fat,0,Others,142.5154,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2113.343546
1953,FDS50,17,Low Fat,0.055422895,Dairy,222.3114,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3444.003737
1954,FDP39,12.65,Low Fat,0.069424963,Meat,52.4324,OUT046,1997,Small,Tier 1,Supermarket Type1,22,896.8202085
1955,FDQ55,13.65,Regular,0.013027225,Fruits and Vegetables,116.7834,OUT013,1987,High,Tier 3,Supermarket Type1,32,2052.778028
1956,FDV36,12.5,Low Fat,0.046051414,Baking Goods,124.602,OUT019,1985,Small,Tier 1,Grocery Store,34,320.2398517
1957,FDI05,12.5,Regular,0.126255345,Frozen Foods,76.8354,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2255.921476
1958,FDS45,12.5,Regular,0.029353119,Snack Foods,107.2622,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2647.522516
1959,FDA39,6.32,Low Fat,0.012743738,Meat,38.6822,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,748.2226867
1960,FDC37,15.5,Low Fat,0.055023254,Baking Goods,108.2938,OUT010,1998,Medium,Tier 3,Grocery Store,21,218.1757973
1961,FDJ60,12.5,Regular,0.062225629,Baking Goods,166.4184,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4266.667253
1962,DRQ35,9.3,Low Fat,0.042291451,Hard Drinks,122.7388,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2213.65506
1963,NCJ06,20.1,Low Fat,0.034652619,Household,119.9782,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2015.060061
1964,NCY42,6.38,Low Fat,0.015224339,Household,144.647,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2142.150094
1965,DRM37,15.35,Low Fat,0,Soft Drinks,196.3768,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3253.193325
1966,FDR14,11.65,Low Fat,0.174402008,Dairy,51.9298,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,820.8992361
1967,FDE51,5.925,Regular,0.096617312,Dairy,44.1086,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,730.0170394
1968,FDT33,7.81,Regular,0.034182922,Snack Foods,166.6158,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2598.839535
1969,FDR08,18.7,Low Fat,0.037591645,Fruits and Vegetables,112.6886,OUT013,1987,High,Tier 3,Supermarket Type1,32,1676.031555
1970,FDE36,5.26,Regular,0.06991841,Baking Goods,162.9868,OUT010,1998,Medium,Tier 3,Grocery Store,21,385.6106732
1971,FDL22,12.5,Low Fat,0.063714498,Snack Foods,90.2488,OUT019,1985,Small,Tier 1,Grocery Store,34,310.2630679
1972,FDR44,6.11,Regular,0.102835238,Fruits and Vegetables,131.5968,OUT013,1987,High,Tier 3,Supermarket Type1,32,2145.20221
1973,FDI56,12.5,Low Fat,0.163505748,Fruits and Vegetables,89.5146,OUT019,1985,Small,Tier 1,Grocery Store,34,283.4938747
1974,FDE47,14.15,Low Fat,0.063451474,Starchy Foods,126.5046,OUT010,1998,Medium,Tier 3,Grocery Store,21,299.0101589
1975,FDV27,7.97,Regular,0.066935112,Meat,89.4514,OUT010,1998,Medium,Tier 3,Grocery Store,21,216.9620239
1976,FDV10,7.645,Regular,0.066809761,Snack Foods,41.7112,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,829.587803
1977,FDC40,16,Regular,0.06519584,Dairy,78.3986,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1323.255356
1978,NCX41,19,Low Fat,0.017704532,Health and Hygiene,210.8244,OUT013,1987,High,Tier 3,Supermarket Type1,32,3278.170293
1979,NCQ38,12.5,Low Fat,0.013301702,Others,105.028,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2565.260933
1980,FDV12,12.5,Regular,0.06057989,Baking Goods,100.5384,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2625.896375
1981,FDE52,10.395,Regular,0.03005585,Dairy,88.1514,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1457.777669
1982,FDG20,12.5,Regular,0.125079268,Fruits and Vegetables,176.9028,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4445.962882
1983,FDV16,12.5,Regular,0.082529103,Frozen Foods,34.1558,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,1499.434905
1984,FDI32,17.7,Low Fat,0.175359775,Fruits and Vegetables,114.3834,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2434.919332
1985,FDJ32,10.695,Low Fat,0,Fruits and Vegetables,61.7536,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1052.311146
1986,FDN39,19.35,Regular,0.065787291,Meat,169.7816,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2466.87843
1987,FDY34,10.5,Regular,0.011043976,Snack Foods,167.2842,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2936.327651
1988,FDC14,14.5,Regular,0.041241272,Canned,41.2454,OUT035,2004,Small,Tier 2,Supermarket Type1,15,767.911556
1989,FDA55,17.2,Regular,0.057311381,Fruits and Vegetables,224.8088,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,5093.144476
1990,FDZ50,12.8,Regular,0.132357566,Dairy,181.9608,OUT010,1998,Medium,Tier 3,Grocery Store,21,591.4333787
1991,DRG13,17.25,Low Fat,0.037243966,Soft Drinks,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2396.132472
1992,FDP01,20.75,Regular,0.06327325,Breakfast,153.1682,OUT013,1987,High,Tier 3,Supermarket Type1,32,2378.824621
1993,NCG54,12.1,Low Fat,0.080257683,Household,172.7106,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2996.597606
1994,FDM13,6.425,Low Fat,0.063303448,Breakfast,132.0626,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1679.897269
1995,NCO18,12.5,Low Fat,0.024531894,Household,178.7686,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4606.145649
1996,NCW41,18,Low Fat,0.015437518,Health and Hygiene,156.4604,OUT013,1987,High,Tier 3,Supermarket Type1,32,2612.241664
1997,FDM52,12.5,Low Fat,0.025867549,Frozen Foods,148.1076,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3703.061283
1998,NCF55,6.675,Low Fat,0.021662238,Household,34.9874,OUT035,2004,Small,Tier 2,Supermarket Type1,15,765.7201569
1999,FDT09,15.15,Regular,0.0122633,Snack Foods,131.4284,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2038.521865
2000,NCM19,12.65,Low Fat,0.047228313,Others,110.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,15,1794.072627
2001,FDW12,8.315,Regular,0,Baking Goods,146.9444,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1972.443524
2002,FDP15,12.5,Low Fat,0.146972598,Meat,256.333,OUT019,1985,Small,Tier 1,Grocery Store,34,673.8882579
2003,FDK36,7.09,Low Fat,0.007229947,Baking Goods,48.3034,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,765.7806107
2004,FDZ25,15.7,Regular,0.027611824,Canned,171.779,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2832.533129
2005,NCW06,16.2,Low Fat,0.050418702,Household,193.4162,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3223.418527
2006,FDW60,5.44,Regular,0.017061949,Baking Goods,178.437,OUT046,1997,Small,Tier 1,Supermarket Type1,22,3305.129937
2007,DRC49,8.67,Low Fat,0.065382126,Soft Drinks,145.2128,OUT013,1987,High,Tier 3,Supermarket Type1,32,2439.517973
2008,NCT17,10.8,Low Fat,0.041857932,Health and Hygiene,189.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3170.614099
2009,NCN06,8.39,Low Fat,0.120988121,Household,164.7868,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2427.729396
2010,FDC45,17,Low Fat,0.135620265,Fruits and Vegetables,170.8106,OUT013,1987,High,Tier 3,Supermarket Type1,32,2766.421011
2011,DRJ47,12.5,Low Fat,0.07747657,Hard Drinks,171.408,OUT019,1985,Small,Tier 1,Grocery Store,34,580.6240451
2012,NCF06,6.235,Low Fat,0.020239317,Household,258.5962,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4023.203842
2013,FDE21,12.8,Low Fat,0.038404703,Fruits and Vegetables,117.1492,OUT010,1998,Medium,Tier 3,Grocery Store,21,295.4924386
2014,DRG27,8.895,Low Fat,0.105023222,Dairy,40.6138,OUT013,1987,High,Tier 3,Supermarket Type1,32,689.2966869
2015,FDW40,14,Regular,0.105308924,Frozen Foods,141.6812,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2173.0025
2016,NCO53,16.2,Low Fat,0.175184487,Health and Hygiene,184.9608,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2935.245379
2017,FDE23,17.6,Regular,0.053263687,Starchy Foods,44.606,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,835.4818054
2018,FDQ16,19.7,Low Fat,0.041738399,Frozen Foods,108.6912,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1850.768058
2019,FDS26,20.35,Low Fat,0.089650666,Dairy,259.8594,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,4058.095414
2020,FDZ13,7.84,Regular,0.256919126,Canned,48.035,OUT010,1998,Medium,Tier 3,Grocery Store,21,155.2346188
2021,FDS14,7.285,Low Fat,0.050041563,Dairy,156.3288,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,2374.689215
2022,FDC10,9.8,Regular,0.073025471,Snack Foods,119.0098,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,1547.877557
2023,FDY16,18.35,Regular,0,Frozen Foods,185.0266,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,3187.95299
2024,FDJ20,20.7,Regular,0.100155997,Fruits and Vegetables,125.7388,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2082.25567
2025,FDV43,16,Low Fat,0.076841095,Fruits and Vegetables,42.6086,OUT035,2004,Small,Tier 2,Supermarket Type1,15,709.0624244
2026,FDZ32,12.5,Regular,0.037948091,Fruits and Vegetables,105.9964,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,2610.697925
2027,FDR23,15.85,Low Fat,0.081787519,Breads,174.937,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2794.555716
2028,FDN24,14.1,Low Fat,0.113246012,Baking Goods,52.7956,OUT035,2004,Small,Tier 2,Supermarket Type1,15,909.7920688
2029,FDE34,12.5,Low Fat,0.107368929,Snack Foods,183.0634,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4816.395333
2030,FDU31,10.5,Regular,0.024970259,Fruits and Vegetables,218.1508,OUT013,1987,High,Tier 3,Supermarket Type1,32,3139.537679
2031,FDW33,9.395,Low Fat,0.099524363,Snack Foods,107.328,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1601.013943
2032,FDU26,16.7,Regular,0.042618956,Dairy,117.3782,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1715.284655
2033,FDE20,12.5,Regular,0.005503734,Fruits and Vegetables,169.779,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,4461.643051
2034,NCW05,20.25,Low Fat,0.148044603,Health and Hygiene,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2166.039044
2035,FDB22,8.02,Low Fat,0,Snack Foods,151.7998,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2441.312892
2036,FDO56,10.195,Regular,0.044982556,Fruits and Vegetables,116.1808,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2232.440821
2037,FDA19,12.5,Low Fat,0.054860542,Fruits and Vegetables,129.7994,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3358.096402
2038,DRI39,13.8,Low Fat,0.097258937,Dairy,55.993,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,911.0249194
2039,FDH52,9.42,Regular,0.044081944,Frozen Foods,60.1194,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,800.7287006
2040,FDZ50,12.8,Regular,0.079061378,Dairy,182.8608,OUT035,2004,Small,Tier 2,Supermarket Type1,15,3672.803879
2041,NCN42,20.25,Low Fat,0.014219927,Household,147.4418,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2723.696227
2042,FDB53,13.35,Low Fat,0.139336364,Frozen Foods,148.5392,OUT013,1987,High,Tier 3,Supermarket Type1,32,2604.08016
2043,DRG11,6.385,Low Fat,0.084312514,Hard Drinks,109.1596,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1833.928783
2044,DRK11,12.5,Low Fat,0.010712295,Hard Drinks,148.9392,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,3617.850892
2045,FDQ60,6.195,Regular,0.109993108,Baking Goods,122.3098,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2077.863122
2046,FDT36,12.3,Low Fat,0.111904005,Baking Goods,33.9874,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,706.4201103
2047,DRG25,10.5,Low Fat,0.019127291,Soft Drinks,185.424,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2788.618679
2048,DRJ23,18.35,Low Fat,0.041668881,Hard Drinks,190.4872,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2981.778439
2049,FDG05,11,Regular,0.08783053,Frozen Foods,158.263,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2487.503556
2050,NCK06,5.03,Low Fat,0.008681751,Household,121.1756,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1886.263075
2051,FDU52,7.56,Low Fat,0.064131575,Frozen Foods,154.563,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,2364.478979
2052,FDW07,18,Regular,0.1432701,Fruits and Vegetables,88.0514,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,1277.357673
2053,NCM17,7.93,Low Fat,0.071280135,Health and Hygiene,44.8086,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,874.4851204
2054,FDA22,7.435,Low Fat,0.084623634,Starchy Foods,168.6158,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3284.221268
2055,NCA41,16.75,Low Fat,0.032719454,Health and Hygiene,194.2162,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2785.623225
2056,FDF38,11.8,Regular,0.026353021,Canned,41.6138,OUT035,2004,Small,Tier 2,Supermarket Type1,15,814.8045338
2057,FDH52,9.42,Regular,0.043903102,Frozen Foods,62.1194,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1069.768566
2058,FDY58,12.5,Low Fat,0.069892283,Snack Foods,226.3694,OUT019,1985,Small,Tier 1,Grocery Store,34,558.2098638
2059,FDZ16,16.85,Regular,0.160180036,Frozen Foods,195.5478,OUT045,2002,Medium,Tier 2,Supermarket Type1,17,3613.489
2060,NCM18,13,Low Fat,0.083310458,Household,61.7194,OUT017,2007,Medium,Tier 2,Supermarket Type1,12,1437.106646
2061,FDA22,7.435,Low Fat,0.084796386,Starchy Foods,166.7158,OUT018,2009,Medium,Tier 3,Supermarket Type2,10,2327.063031
2062,NCJ43,6.635,Low Fat,0.027064283,Household,176.3396,OUT035,2004,Small,Tier 2,Supermarket Type1,15,2824.317285
2063,FDI34,12.5,Regular,0.084723678,Snack Foods,230.6668,OUT027,1985,Medium,Tier 3,Supermarket Type3,34,5612.265126
2064,FDG56,13.3,Regular,0.071452562,Fruits and Vegetables,61.0536,OUT046,1997,Small,Tier 1,Supermarket Type1,22,1150.560997
2065,FDS34,19.35,Regular,0.076759076,Snack Foods,115.6518,OUT046,1997,Small,Tier 1,Supermarket Type1,22,2099.213948
2066,DRC01,5.92,Regular,0.019196373,Soft Drinks,50.3692,OUT035,2004,Small,Tier 2,Supermarket Type1,15,954.2937387
2067,FDQ04,6.4,Low Fat,0.08473758,Frozen Foods,39.3796,OUT035,2004,Small,Tier 2,Supermarket Type1,15,782.9320818
2068,FDK04,7.36,Low Fat,0.052302143,Frozen Foods,57.9588,OUT035,2004,Small,Tier 2,Supermarket Type1,15,906.5032169
2069,FDT51,11.65,Regular,0.010935766,Meat,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,20,1924.640823
